"Id","Sales"
766,4323.67838694
767,4478.74150276
768,3929.9367859
769,6476.9252848
770,6723.55514617
771,4559.2627566
772,5587.40217908
773,6188.99660326
774,4937.79675297
775,4455.89998125
776,8031.31830128
777,6934.0983355
778,5190.77549409
779,3596.21090871
780,11104.4815736
781,5945.30430089
782,4892.72092393
783,7617.6280755
784,7457.71077057
785,6476.9252848
786,5394.33344929
787,6814.74188589
788,8031.12510461
789,11143.2527265
790,4110.93807348
791,4141.66592705
792,4595.3694412
793,6736.96758234
794,5042.38741999
795,7009.78431232
796,7835.04645945
797,5384.33982946
798,4093.04179111
799,5865.16794646
800,8122.86263546
801,4287.87997768
802,6457.62607134
803,3741.04155843
804,6595.9852907
805,6877.47420538
806,6739.43941708
807,8031.12510461
808,5672.57081678
809,3140.00063977
810,6007.87137642
811,6299.6922
812,7464.58872496
813,6667.82687281
814,6626.02107404
815,5997.59261264
816,3910.7226517
817,8422.37276499
818,4097.93359693
819,9557.79768211
820,4987.85760683
821,3624.76303365
822,6134.09453283
823,5725.91926143
824,6406.97506374
825,6626.02107404
826,3292.69540168
827,4227.28373183
828,6089.05321691
829,7951.50391419
830,8415.05436036
831,4331.0264458
832,5754.43274058
833,7082.21621614
834,5725.91926143
835,5119.91751591
836,8549.90560061
837,7621.09618044
838,9806.34010641
839,3572.34620483
840,4738.44196516
841,0
842,7683.99453
843,4936.3820175
844,9136.20395961
845,6128.01580813
846,4297.89893487
847,4906.64353285
848,3813.40268988
849,4781.21286733
850,5419.14819737
851,4297.89893487
852,4768.78128867
853,8875.18326192
854,6651.26961346
855,18618.5482755
856,5397.07865872
857,4478.55366278
858,6982.15441053
859,8123.76762108
860,5412.96724122
861,5941.67786314
862,5225.46845117
863,8167.04259362
864,7362.87308776
865,4764.49020565
866,5264.98718865
867,6083.72747702
868,7452.70191652
869,6282.58828733
870,7603.86175217
871,4835.33116772
872,4306.80560158
873,5167.66484082
874,9080.41218973
875,10210.1610837
876,8969.13218669
877,6713.72144463
878,4722.26757954
879,5420.45303364
880,4250.52865763
881,7783.64947169
882,8851.85941474
883,8750.0709311
884,5364.01602724
885,4901.97227322
886,4346.71189244
887,4870.18638766
888,10277.4578131
889,6635.81410682
890,4804.82418109
891,4809.26826899
892,7331.20771283
893,3822.21595691
894,6830.01761678
895,3877.039243
896,5933.40722522
897,6723.47875739
898,5156.85939055
899,6581.66292987
900,5736.18269534
901,4578.23347724
902,6458.33277776
903,6349.80137335
904,9437.04790344
905,5514.34651803
906,7796.08149247
907,7276.37855759
908,8851.28915725
909,6082.75730022
910,8303.25653137
911,4249.80853605
912,4459.40717254
913,6094.81603216
914,5339.9276809
915,8273.12057637
916,6641.92394019
917,5257.2202836
918,6581.8467287
919,6137.16845594
920,8762.35039148
921,3788.82495786
922,13124.8296972
923,4531.78772831
924,5864.54812292
925,7881.77713442
926,5240.95442022
927,5411.76220699
928,5800.65904519
929,6739.30268981
930,4592.02750807
931,4790.36908961
932,6972.04880997
933,6853.16349003
934,6588.40915287
935,4174.00653828
936,6687.38670667
937,9802.72114528
938,6126.52132881
939,4511.69189842
940,5980.3295921
941,5808.23777609
942,6451.3948348
943,6461.46619358
944,3863.20349998
945,6982.15441053
946,5905.97002876
947,6518.0629703
948,6593.25933338
949,4261.38051227
950,5818.26937663
951,4863.04234745
952,6839.40334531
953,8642.15626811
954,4779.86582277
955,4793.17904671
956,5753.34308804
957,5416.3321925
958,5153.72490372
959,7894.59842295
960,6383.82849351
961,7205.71570798
962,5153.72490372
963,4618.66576889
964,5875.07528266
965,7416.00633787
966,8123.76762108
967,7079.81552799
968,7720.69084118
969,5485.0525071
970,7603.86175217
971,5694.34280924
972,7036.01299468
973,7911.91767298
974,6207.1580492
975,9396.69827159
976,7562.0945702
977,6909.61577272
978,5306.18819684
979,6689.05398956
980,6824.13906173
981,5933.17035268
982,3986.78773493
983,5349.17720084
984,7501.08902541
985,6650.01492893
986,4729.23340853
987,7912.19037675
988,6548.35608236
989,5348.5860677
990,5299.21835622
991,5073.58888487
992,6723.47875739
993,6746.84596686
994,6417.31958035
995,4822.57951712
996,4662.22163664
997,6166.79462449
998,3470.39001402
999,5639.69953843
1000,4660.44881179
1001,8516.19373369
1002,6823.99517058
1003,6284.61162626
1004,7693.83139329
1005,5819.23882554
1006,4517.5092568
1007,9896.29951369
1008,6828.72656996
1009,7164.4185136
1010,7399.2058834
1011,4455.89998125
1012,5511.00004776
1013,5247.26596276
1014,6745.79055385
1015,11009.3698973
1016,5540.51944103
1017,3017.71102574
1018,5128.72217406
1019,7599.55522112
1020,8370.87433685
1021,5600.00374842
1022,6587.22243777
1023,4490.5093771
1024,5232.4868585
1025,3079.6322242
1026,4766.59611054
1027,5367.7536207
1028,6049.92562561
1029,6993.28844044
1030,5650.22667532
1031,7237.09454166
1032,8003.39007723
1033,7079.0458565
1034,4407.34272498
1035,9019.38610649
1036,10385.2978125
1037,5646.03832676
1038,7353.75981104
1039,4486.72788418
1040,6028.12952542
1041,3612.30718548
1042,6930.16588393
1043,4854.30138351
1044,8400.20437121
1045,6602.15577277
1046,7880.61643073
1047,7894.59842295
1048,4863.04234745
1049,7763.5114178
1050,18035.3666671
1051,10062.7558816
1052,5457.54462166
1053,2665.66075897
1054,5700.28714052
1055,9009.69218678
1056,5272.92534154
1057,11040.0451247
1058,18757.8262037
1059,3261.28236154
1060,4999.23215994
1061,7718.25002599
1062,5185.75742365
1063,8772.01518336
1064,5989.11832224
1065,6538.69689723
1066,3401.77757482
1067,6871.87301768
1068,6017.73300105
1069,6926.30597076
1070,7814.02297412
1071,5739.07469297
1072,5240.95442022
1073,6634.79808754
1074,4997.59298059
1075,4650.30552474
1076,7286.98533162
1077,5139.31736488
1078,5634.46242822
1079,6907.8703019
1080,5597.8107164
1081,5208.60097017
1082,6567.39237813
1083,6665.0857598
1084,7710.68965281
1085,5852.03888038
1086,6158.22735986
1087,5303.95255869
1088,3367.4652347
1089,6168.45154787
1090,6573.88376995
1091,4749.40105037
1092,4267.89212393
1093,8762.93829923
1094,6571.87108945
1095,8687.63400018
1096,6439.06324156
1097,5133.01361015
1098,4907.83979663
1099,4204.91706529
1100,8878.16629739
1101,4804.82418109
1102,7493.74460963
1103,13762.5624123
1104,6658.65297083
1105,6028.97256633
1106,4271.41342696
1107,4494.98818186
1108,6680.00612474
1109,3791.97496453
1110,6121.15158068
1111,9431.69802234
1112,5140.20732333
1113,14827.302677
1114,13450.9659312
1115,4530.91665095
1116,6777.67044156
1117,4804.55391657
1118,6158.04875861
1119,5118.62886925
1120,9930.64299683
1121,6573.72114505
1122,7729.65131669
1123,4381.95075715
1124,6749.45882281
1125,4301.98738454
1126,7979.73273406
1127,6207.1580492
1128,5570.47868536
1129,5995.64206704
1130,5080.9988869
1131,7401.99312222
1132,8734.86235512
1133,5200.51905913
1134,9640.33513071
1135,6144.78618472
1136,8753.59349954
1137,4416.02483317
1138,5119.91751591
1139,4755.57120839
1140,9290.01502325
1141,6081.07353484
1142,6651.30914854
1143,6527.7634111
1144,8114.05877852
1145,4150.54588527
1146,7130.35181322
1147,5735.8350143
1148,3728.87607076
1149,14144.4578442
1150,15651.8071325
1151,6805.34015921
1152,7346.65209516
1153,8788.63869993
1154,9681.18711538
1155,10032.8789153
1156,5333.51681885
1157,7180.80082732
1158,5320.37632086
1159,7524.38213005
1160,3872.67441929
1161,5329.11865843
1162,4943.13363715
1163,5270.62926439
1164,7435.61825939
1165,4968.64114532
1166,4273.57674537
1167,5503.49231972
1168,3469.58616494
1169,4466.25173713
1170,4937.79675297
1171,6420.16759588
1172,8186.8926418
1173,7867.78362073
1174,6676.02991297
1175,5546.89324414
1176,5698.28296136
1177,10146.2193004
1178,7443.42579758
1179,5136.45076993
1180,4149.43713235
1181,8241.0363407
1182,4332.29435102
1183,6381.91232899
1184,3129.27038426
1185,5224.24446668
1186,7142.41910122
1187,5807.09587001
1188,4905.26320129
1189,7969.04364011
1190,8580.24716961
1191,11270.4322318
1192,5571.73899499
1193,8642.15626811
1194,3211.24363182
1195,4961.99719695
1196,5673.77542345
1197,3741.04155843
1198,7546.18003826
1199,4976.45571669
1200,4970.83471661
1201,8323.37872693
1202,11050.737527
1203,7797.61761259
1204,4861.20586179
1205,4742.50652985
1206,8412.26559908
1207,7060.67577799
1208,5696.99836828
1209,4289.53400388
1210,6612.98138228
1211,8814.46498869
1212,4553.69195114
1213,6169.149398
1214,7201.65730757
1215,7683.99453
1216,12377.4941699
1217,5681.55915152
1218,12312.7618135
1219,6416.03626814
1220,4842.30303279
1221,3384.14893762
1222,5926.97458659
1223,5509.35597184
1224,4666.90985237
1225,6493.61198734
1226,4355.71624808
1227,4057.73672277
1228,6424.24775809
1229,3454.9070559
1230,7391.73627629
1231,6001.12506198
1232,7146.175918
1233,7440.97965465
1234,4731.88062522
1235,8581.23122838
1236,6388.75225121
1237,4763.61497312
1238,4887.90565359
1239,5880.51542952
1240,10047.3221511
1241,6014.23601104
1242,4659.0595697
1243,7691.41756724
1244,7602.08003076
1245,6132.8216964
1246,5945.30430089
1247,8322.39672013
1248,5262.8242834
1249,5108.58207283
1250,5344.53928531
1251,8202.78615932
1252,5305.97098421
1253,5630.85648608
1254,5234.19533919
1255,4612.9934992
1256,3775.51093823
1257,4687.01538207
1258,7419.2508844
1259,7850.6636119
1260,10001.3453541
1261,10034.6336612
1262,7020.38937467
1263,4412.272488
1264,4620.34509207
1265,10525.3122823
1266,9159.14156082
1267,6868.16601672
1268,7959.86668377
1269,7655.7444638
1270,5262.11531291
1271,3766.28958001
1272,10281.4145136
1273,5281.54590216
1274,6330.29391767
1275,5958.83057186
1276,2846.37014115
1277,10416.6908155
1278,5428.62191818
1279,4737.66061502
1280,4391.3831342
1281,5438.32680198
1282,6095.37467335
1283,7827.49366429
1284,5716.95956275
1285,4351.25678982
1286,4768.38333087
1287,4376.01362147
1288,3007.83136138
1289,6599.46221786
1290,17895.4886864
1291,5058.61029121
1292,4997.59298059
1293,6588.40915287
1294,4331.0264458
1295,5028.65220093
1296,4251.69983784
1297,4485.41152117
1298,6314.21435543
1299,6476.27091056
1300,3964.62257043
1301,8055.39774104
1302,5252.34268908
1303,4612.15326496
1304,7760.88065013
1305,7448.24342198
1306,9733.70412191
1307,5369.65250195
1308,6444.16103638
1309,4491.809926
1310,5385.12099891
1311,14679.9569517
1312,8640.2250405
1313,5739.07469297
1314,4548.11191046
1315,4395.86828291
1316,5451.96853638
1317,4287.2928289
1318,8596.37081279
1319,4640.91342558
1320,5368.63934038
1321,6390.49351725
1322,4475.4588547
1323,6101.76545878
1324,6615.48883076
1325,7284.53403133
1326,6315.17759137
1327,3934.59737994
1328,5447.17999243
1329,5962.37045999
1330,9155.01538868
1331,7999.66539213
1332,5948.41934879
1333,4378.61945048
1334,7087.98243168
1335,5829.45917834
1336,4133.94731182
1337,6757.69473684
1338,6661.25400091
1339,6102.02238987
1340,5421.25572473
1341,6256.43489169
1342,7103.71414259
1343,5028.0849674
1344,6412.55843667
1345,6305.56943863
1346,5185.34042155
1347,8129.74069032
1348,5511.89251201
1349,4690.87486742
1350,10802.4409396
1351,5542.34447534
1352,3767.26912306
1353,7447.26459252
1354,7996.31910487
1355,10043.4862887
1356,4870.18638766
1357,5299.21835622
1358,5841.36059427
1359,7217.18796041
1360,5421.94557931
1361,7284.76348861
1362,3006.7741923
1363,5766.57678499
1364,5910.23621149
1365,5697.08626954
1366,4276.84436922
1367,6433.36448863
1368,8173.58318799
1369,4398.0022382
1370,8047.88718347
1371,6302.99889112
1372,8011.44571524
1373,4221.3422532
1374,6449.07342054
1375,5658.80672616
1376,6631.54243722
1377,8064.97198432
1378,3877.35890711
1379,7134.06940269
1380,7404.67276135
1381,6692.7043697
1382,4638.55367741
1383,3458.36526037
1384,6751.31264082
1385,6559.44849644
1386,7836.63827468
1387,6577.67736946
1388,5368.63934038
1389,7497.02088041
1390,6403.08955798
1391,6101.76545878
1392,7256.28492154
1393,5267.94165381
1394,7640.48237447
1395,9816.90562938
1396,7597.62510319
1397,4102.47278696
1398,5316.79419004
1399,4127.51790268
1400,0
1401,7789.43453671
1402,5085.68166845
1403,7933.55146061
1404,4012.90354654
1405,6654.72326771
1406,6151.66897505
1407,10584.2373029
1408,4237.85798287
1409,5148.14825154
1410,5229.14611951
1411,7550.69678463
1412,4749.40105037
1413,6948.38408418
1414,7087.74726894
1415,9459.72362522
1416,6292.7730742
1417,6451.54570603
1418,5148.14825154
1419,4463.17220813
1420,4598.11795061
1421,9712.04365427
1422,9077.33654069
1423,5807.09587001
1424,14503.5118036
1425,5829.46700999
1426,4541.12013085
1427,5674.22697674
1428,7731.64994986
1429,8780.36991497
1430,6267.92012346
1431,6893.66245111
1432,7404.39149916
1433,6888.42680347
1434,5594.00925115
1435,4974.5340225
1436,5098.69521732
1437,4550.27282908
1438,4031.35680837
1439,5002.65034701
1440,8075.9987389
1441,14993.6490492
1442,5974.13097426
1443,4896.33129497
1444,7101.8807078
1445,3389.77208626
1446,5674.22697674
1447,3583.94226239
1448,8191.01259991
1449,5639.69953843
1450,5697.29195945
1451,12218.0993271
1452,10746.7216691
1453,6136.96812527
1454,6290.83746796
1455,3400.73887349
1456,5658.80672616
1457,5264.98718865
1458,7814.02297412
1459,4358.67736866
1460,3686.01926206
1461,5720.04863226
1462,5077.30288367
1463,7278.41273281
1464,5747.01907874
1465,3304.39135999
1466,6488.17002307
1467,7075.71882367
1468,7278.20560841
1469,4353.1596431
1470,4446.16837977
1471,7028.97712544
1472,3922.11468531
1473,9205.5645804
1474,4944.71722977
1475,4445.98908386
1476,6092.01298332
1477,5518.51098498
1478,4304.62295392
1479,5667.87231144
1480,6559.44849644
1481,9028.90080864
1482,9272.86421876
1483,5412.96724122
1484,3800.00172876
1485,5602.07885351
1486,7535.04906138
1487,4662.22163664
1488,5658.05974321
1489,5819.23882554
1490,11201.8434919
1491,7156.30843343
1492,5339.18722409
1493,6911.24775062
1494,4291.00940003
1495,8476.47430594
1496,5235.90570337
1497,12805.5970445
1498,5859.20639285
1499,5080.9988869
1500,4705.88303108
1501,3198.42297835
1502,7267.94696552
